filename,width,height,class,xmin,ymin,xmax,ymax
Image__2018-01-18__10-59-36.jpg,640,480,fallen,304,216,365,380
Image__2018-01-18__10-59-36.jpg,640,480,fallen,244,103,424,188
Image__2018-01-18__10-59-36.jpg,640,480,fallen,145,173,203,335
Image__2018-01-18__10-59-36.jpg,640,480,standing,211,141,268,197
Image__2018-01-18__10-59-36.jpg,640,480,standing,267,155,324,211
Image__2018-01-18__10-59-36.jpg,640,480,standing,320,166,377,222
Image__2018-01-18__10-59-36.jpg,640,480,standing,367,215,424,271
Image__2018-01-18__10-59-36.jpg,640,480,standing,361,271,418,327
Image__2018-01-18__10-59-36.jpg,640,480,standing,348,324,405,380
Image__2018-01-18__10-59-36.jpg,640,480,standing,243,328,300,384
Image__2018-01-18__10-59-36.jpg,640,480,standing,280,375,337,431
Image__2018-01-18__10-59-36.jpg,640,480,standing,245,266,302,322
Image__2018-01-18__10-59-36.jpg,640,480,standing,251,211,308,267
Image__2018-01-18__10-59-36.jpg,640,480,standing,204,194,261,250
Image__2018-01-18__10-59-36.jpg,640,480,standing,194,303,251,359
Image__2018-01-18__11-03-39.jpg,640,480,fallen,307,264,364,389
Image__2018-01-18__11-03-39.jpg,640,480,fallen,283,138,377,258
Image__2018-01-18__11-03-39.jpg,640,480,fallen,272,82,388,180
Image__2018-01-18__11-03-39.jpg,640,480,fallen,245,39,390,91
Image__2018-01-18__11-03-39.jpg,640,480,fallen,230,77,280,207
Image__2018-01-18__11-03-39.jpg,640,480,fallen,65,92,208,153
Image__2018-01-18__11-03-39.jpg,640,480,fallen,64,166,205,216
Image__2018-01-18__11-03-39.jpg,640,480,fallen,82,212,223,262
Image__2018-01-18__11-03-39.jpg,640,480,fallen,93,249,234,299
Image__2018-01-18__11-03-39.jpg,640,480,fallen,192,361,330,424
Image__2018-01-18__11-03-39.jpg,640,480,fallen,59,325,148,449
Image__2018-01-18__11-03-39.jpg,640,480,standing,228,315,282,355
Image__2018-01-18__11-03-39.jpg,640,480,standing,180,314,234,354
Image__2018-01-18__11-03-39.jpg,640,480,standing,224,260,278,300
Image__2018-01-18__11-03-39.jpg,640,480,fallen,226,203,346,297
Image__2018-01-10__14-09-13.jpg,640,480,fallen,203,294,640,414
Image__2018-01-10__14-09-13.jpg,640,480,fallen,289,186,490,295
Image__2018-01-10__14-09-13.jpg,640,480,standing,292,1,449,177
Image__2018-01-10__14-09-13.jpg,640,480,standing,121,1,303,205
Image__2018-01-10__14-09-13.jpg,640,480,standing,432,89,640,261
Image__2018-01-10__14-09-13.jpg,640,480,standing,69,198,276,354
Image__2018-01-10__14-07-02.jpg,640,480,standing,282,1,441,172
Image__2018-01-10__14-07-02.jpg,640,480,standing,120,1,307,202
Image__2018-01-10__14-07-02.jpg,640,480,standing,1,135,230,283
Image__2018-01-10__14-07-02.jpg,640,480,standing,12,281,234,457
Image__2018-01-10__14-07-02.jpg,640,480,standing,234,191,365,320
Image__2018-01-10__14-07-02.jpg,640,480,fallen,415,80,551,478
Image__2018-01-10__14-07-02.jpg,640,480,standing,551,94,640,221
Image__2018-01-10__14-06-43.jpg,640,480,standing,233,203,362,322
Image__2018-01-10__14-06-43.jpg,640,480,standing,286,1,455,173
Image__2018-01-10__14-06-43.jpg,640,480,standing,123,1,302,199
Image__2018-01-10__14-06-43.jpg,640,480,standing,1,136,223,294
Image__2018-01-10__14-06-43.jpg,640,480,standing,1,273,237,457
Image__2018-01-10__14-06-43.jpg,640,480,standing,467,9,607,118
Image__2018-01-10__14-06-43.jpg,640,480,fallen,364,102,483,473
Image__2018-01-10__14-41-56.jpg,640,480,fallen,101,71,469,363
Image__2018-01-10__14-00-36.jpg,640,480,fallen,9,295,451,411
Image__2018-01-10__14-00-36.jpg,640,480,fallen,479,84,598,416
Image__2018-01-18__11-00-55.jpg,640,480,fallen,164,141,319,223
Image__2018-01-18__11-00-55.jpg,640,480,fallen,251,48,370,184
Image__2018-01-18__11-00-55.jpg,640,480,fallen,254,239,395,355
Image__2018-01-18__11-00-55.jpg,640,480,fallen,239,295,373,407
Image__2018-01-18__11-00-55.jpg,640,480,fallen,173,292,311,415
Image__2018-01-18__11-00-55.jpg,640,480,fallen,76,234,228,323
Image__2018-01-18__11-00-55.jpg,640,480,fallen,92,110,228,224
Image__2018-01-10__14-49-25.jpg,640,480,fallen,521,63,640,477
Image__2018-01-10__14-49-25.jpg,640,480,fallen,48,1,502,89
Image__2018-01-10__14-49-25.jpg,640,480,fallen,82,89,518,193
Image__2018-01-10__14-49-25.jpg,640,480,fallen,66,187,502,291
Image__2018-01-10__14-49-25.jpg,640,480,fallen,73,291,509,395
Image__2018-01-10__14-49-25.jpg,640,480,fallen,100,385,535,480
Image__2018-01-10__14-49-25.jpg,640,480,fallen,1,11,75,338
Image__2018-01-10__14-28-20.jpg,640,480,fallen,21,330,496,439
Image__2018-01-10__14-28-20.jpg,640,480,fallen,473,16,615,446
Image__2018-01-10__14-28-20.jpg,640,480,fallen,178,4,290,191
Image__2018-01-10__14-28-20.jpg,640,480,standing,293,2,460,191
Image__2018-01-10__14-28-20.jpg,640,480,standing,371,183,570,332
Image__2018-01-10__14-28-20.jpg,640,480,standing,185,164,384,313
Image__2018-01-10__14-28-20.jpg,640,480,fallen,51,1,194,311
Image__2018-01-10__14-45-31.jpg,640,480,fallen,197,237,288,432
Image__2018-01-10__14-07-38.jpg,640,480,fallen,241,338,640,442
Image__2018-01-10__14-07-38.jpg,640,480,standing,180,199,315,332
Image__2018-01-10__14-07-38.jpg,640,480,standing,383,236,481,336
Image__2018-01-10__14-07-38.jpg,640,480,standing,280,1,457,183
